Artist Name,Track Name,Popularity,Danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_signature,class
Rekha Bhardwaj,Badi Dheere Jali,25,0.5,0.364,-11,1,0.0341,0.877,0.007,0.0776,0.111,80.202,7.023266667e-05,4,0
JunkBunny,Another Summer Song,27,0.5,0.85,-8,1,0.0567,5.37e-05,5.01e-05,0.0905,0.437,161.794,2.30747,4,10
Kylie V,On My Mind,30,0.605,0.428,-8,1,0.0261,0.685,0.00924,0.201,0.228,152.969,2.60013,4,1
Illinois Jacquet,Port Of Rico,34,0.769,0.25,-12,1,0.0556,0.711,0.0823,0.0855,0.615,127.147,1.64573,4,2
The Walkmen,The Rat,57,0.5,0.921,-5,0,0.061,0.000141,0.0716,0.239,0.315,168.225,2.62227,4,6
OK Go,This Too Shall Pass,43,0.5,0.669,-4,1,0.0448,5.07e-05,0.0105,0.121,0.417,160.001,1.8812,4,10
Half the Animal,Magic,43,0.539,0.654,-7,0,0.0813,0.0296,1.49e-06,0.0595,0.511,170.138,2.1082,5,10
Lowertown,Tourist Trap,32,0.516,0.698,-9,1,0.031,0.00741,0.0087,0.575,0.227,84.014,1.81397,4,9
Monolink,Harlem River,51,0.845,0.429,-12,0,0.0973,0.183,0.267,0.0727,0.443,116.007,2.77609,4,6
The Beaches,Give It Up,41,0.691,0.62,-4,0,0.0455,0.0129,0.000686,0.0821,0.552,109.027,1.79973,4,10
Malfunkshun,Jezebel Woman,42,0.5,0.736,-8,0,0.0409,0.000689,2.46e-06,0.0821,0.246,130.404,2.71333,4,10
Mavi Phoenix,Grass And The Sun,46,0.818,0.459,-11,1,0.0399,0.916,0.906,0.111,0.246,110.126,1.74545,4,6
Misplaced,idk why i try,33,0.5,0.949,-4,1,0.0407,4.2e-05,0.711,0.438,0.683,105.013,1.87571,4,10
Darkcell,Burn the Witches,33,0.5,0.975,-5,1,0.11,0.00177,1.51e-05,0.929,0.131,105.005,2.81838,4,8
Miss May I,Shadows Inside,56,0.5,0.969,-5,0,0.141,4.59e-06,1.47e-05,0.143,0.338,179.987,2.36549,4,8
Fallen,Tolo,30,0.538,0.507,-12,1,0.0312,0.029,0.264,0.354,0.169,103.021,4.065783333e-05,4,0
Greta Van Fleet,Age of Machine,63,0.5,0.807,-5,1,0.045,0.000696,0.00844,0.0801,0.106,136.344,4.13524,4,10
The Pharcyde,Drop,56,0.853,0.754,-8,0,0.259,0.335,6.21e-06,0.252,0.69,95.081,3.34467,4,5
Jake Milliner,Juno,35,0.811,0.453,-10,0,0.0948,0.438,0.853,0.345,0.605,93.014,2.0725,4,1
21 Savage,Runnin,80,0.819,0.626,-5,0,0.202,0.00748,0.101,0.167,0.415,143.01,1.95906,4,5
George Moir,Baked Beans,35,0.663,0.604,-6,1,0.186,0.367,0.000269,0.134,0.567,82.536,1.77,4,6
Amber Run,Neon Circus,38,0.5,0.908,-5,1,0.0369,0.0023,0.24,0.389,0.241,89.991,2.16667,4,10
Whitney,Strange Overtones,52,0.728,0.572,-11,1,0.0348,0.242,4.1e-05,0.102,0.744,110.346,2.06995,4,6
Monster Magnet,Powertrip,49,0.522,0.853,-6,1,0.0383,7.44e-05,0.582,0.131,0.637,140.727,2.1144,4,8
Press Club,Behave,26,0.5,0.949,-5,0,0.0841,0.000283,2.4e-05,0.132,0.364,104.724,1.97263,4,1
Gorgoroth,Begravelsesnatt,35,0.5,0.98,-13,1,0.0652,2.48e-06,0.852,0.515,0.0504,144.475,1.5324,4,8
Mohammed Rafi,Dekhi Zamane Ki Yaari,9,0.5,0.14,-16,1,0.0412,0.983,0.69,0.116,0.188,72.286,9.006e-05,4,3
Pinkshinyultrablast,Songs,42,0.5,0.87,-7,1,0.0995,0.0018,0.815,0.0834,0.0536,179.815,9.5021,3,6
Migrant Motel,New Religion,35,0.571,0.405,-9,1,0.025,0.00157,0.000991,0.0911,0.398,72.974,1.84,4,10
Radiohead,Just,63,0.5,0.767,-7,0,0.0862,0.000401,0.012,0.0763,0.359,175.702,2.348,4,1
Red Fang,Arrows,46,0.5,0.913,-9,1,0.0558,0.224,0.843,0.102,0.344,156.715,2.3298,4,10
The Devil and the Almighty Blues,The Ghosts of Charlie Barracuda,40,0.5,0.584,-8,1,0.0322,0.0435,0.328,0.1,0.388,143.927,4.66382,3,10
Will Paquin,Chandelier,62,0.5,0.5,-10,0,0.0514,0.677,6.61e-06,0.116,0.421,86.963,1.27465,4,6
Pixies,Debaser,64,0.5,0.913,-10,0,0.0479,0.00015,0.709,0.0703,0.539,135.756,1.71747,4,1
Rat Tally,Shrug,26,0.5,0.373,-10,1,0.0312,0.0949,2.13e-06,0.116,0.201,144.073,1.51257,4,6
Johnny Cash,Man in Black,57,0.676,0.58,-15,1,0.0506,0.589,0.000145,0.218,0.89,95.358,2.883116667e-05,4,4
Lauv,I Like Me Better,83,0.752,0.505,-8,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,1.97437,4,9
Willie Dixon,Little Red Rooster,48,0.584,0.278,-19,1,0.0312,0.55,0.21,0.255,0.75,81.712,2.15027,4,2
Hollow,Caterpillar,44,0.5,0.764,-6,1,0.145,0.00705,0.000142,0.0506,0.109,99.949,2.052,4,10
Life On Venus,What Lies Beneath,39,0.5,0.676,-6,1,0.0304,0.000364,0.531,0.101,0.404,133.957,2.33731,4,10
The Robert Cray Band,Phone Booth,2,0.575,0.838,-12,0,0.0534,0.0297,0.0836,0.974,0.488,113.303,2.78693,4,2
Sammy Hagar,Give To Live,40,0.5,0.63,-10,1,0.0312,0.0129,5.86e-06,0.0479,0.393,153.945,4.40155e-05,4,10
My Morning Jacket,Circuital,29,0.5,0.505,-10,1,0.031,0.22,0.413,0.129,0.501,102.354,4.3968,4,10
Kansas,Carry on Wayward Son,75,0.5,0.786,-6,1,0.032,0.00321,8.88e-05,0.446,0.793,126.755,5.38333333e-05,4,10
Veil Of Maya,Viscera,56,0.537,0.96,-4,1,0.0594,0.000175,4.25e-06,0.0892,0.382,137.986,2.2,4,8
Kenny Neal,Hooked On Your Love,13,0.576,0.693,-10,1,0.0374,0.546,0.109,0.186,0.908,159.786,2.85093,3,2
Monster Magnet,Learning to Die,40,0.5,0.802,-7,1,0.0495,0.00192,0.148,0.398,0.279,160.099,3.87936,4,8
Waterparks,Numb,56,0.61,0.974,-4,1,0.166,0.000625,1.2e-06,0.429,0.71,125.077,1.46897,4,10
Gotye,Somebody That I Used To Know,80,0.865,0.521,-7,1,0.0371,0.548,0.000115,0.0989,0.748,129.059,2.44885,4,9
The Strokes,Last Nite,72,0.624,0.91,-6,1,0.0297,0.0285,0.000198,0.0789,0.767,104.042,1.93051,4,6
Fleetwood Mac,Hellhound on My Trail,26,0.5,0.0589,-17,1,0.0361,0.954,0.00473,0.1,0.266,64.826,1.25293,4,2
Miranda Lambert,The House That Built Me,66,0.525,0.3,-9,1,0.0286,0.578,8.3e-06,0.116,0.206,80.993,3.943783333e-05,4,4
Haley Reinhart,Free As a Bird,27,0.5,0.28,-12,0,0.0261,0.955,0.155,0.149,0.189,76.078,2.68328,3,10
Code Orange,Bleeding In The Blur,41,0.529,0.908,-6,1,0.0522,2.46e-05,0.947,0.0942,0.183,126.032,2.44693,4,8
Pixies,Here Comes Your Man,69,0.669,0.795,-11,1,0.0285,0.00772,0.0781,0.401,0.882,124.594,2.01187,4,6
Sad Night Dynamite,Smoke Hole,52,0.835,0.523,-8,0,0.0459,0.00536,0.137,0.157,0.588,100.026,1.67613,4,1
Julian Lynch,Contribution to the Catalog of Spatial and Temporal Events,23,0.912,0.182,-23,0,0.0786,0.995,0.952,0.103,0.972,96.014,2.14788,4,6
Einherjer,West Coast Groove,28,0.5,0.95,-9,1,0.0397,1.5e-05,0.707,0.477,0.602,75.997,2.47387,4,8
Honey Lung,Sophomore,36,0.5,0.744,-9,1,0.0455,8.44e-05,0.0335,0.0497,0.125,91.918,3.53956,4,6
Rick Wakeman,Catherine Of Aragon,39,0.5,0.307,-13,1,0.0336,0.433,0.85,0.328,0.0951,105.092,2.29147,4,10
Alluvial,Colony,35,0.5,0.987,-4,1,0.17,0.000403,0.667,0.125,0.167,149.992,1.768,4,8
Joe Nichols,Brokenheartsville,59,0.686,0.631,-6,1,0.0232,0.126,0.000183,0.107,0.509,103.953,3.839333333e-05,4,4
Orions Belte,Joe Frazier,44,0.5,0.63,-10,0,0.0384,0.0663,0.687,0.223,0.569,133.77,3.38613,4,6
The Darkness,All the Pretty Girls,30,0.5,0.943,-5,1,0.172,0.000119,0.00428,0.136,0.378,172.435,1.98347,4,10
Erik Ekholm,Extinction,36,0.5,0.776,-10,1,0.0348,0.000153,0.816,0.0989,0.193,140.021,2.43857,4,8
Sean Ono Lennon,Parachute,43,0.538,0.532,-10,0,0.0249,0.555,7.27e-05,0.118,0.433,77.018,1.9932,4,10
FKA twigs,mary magdalene,56,0.5,0.444,-14,0,0.119,0.488,3.26e-05,0.111,0.159,171.831,3.21067,5,6
Glom,Immortalized,14,0.5,0.835,-7,1,0.0416,0.0466,0.289,0.261,0.504,118.447,1.83366,3,10
Hiatus Kaiyote,Red Room,64,0.687,0.361,-10,1,0.0501,0.631,0.00479,0.117,0.453,80.935,2.32053,4,1
Arlo Parks,Eugene,65,0.606,0.589,-8,0,0.0456,0.75,0.0102,0.0922,0.889,174.285,2.21804,4,6
Volumes,Pixelate,40,0.5,0.956,-5,1,0.0921,7.25e-05,0.112,0.117,0.406,200.211,1.90436,3,8
Mudvayne,Dig,64,0.623,0.983,-4,0,0.151,9.62e-05,0.0617,0.261,0.271,134.975,1.62293,4,8
Westy,Residence,12,0.618,0.448,-11,0,0.0676,0.027,0.767,0.0924,0.074,107.181,1.67889,3,5
Gracie Abrams,Brush Fire,7,0.528,0.367,-10,1,0.055,0.878,0.000146,0.0795,0.293,128.715,1.90427,4,9
Deap Vally,Bring It On,38,0.612,0.622,-7,1,0.0559,0.266,0.000677,0.174,0.594,81.972,1.79268,4,10
Hether,Sex Wax,43,0.722,0.85,-5,0,0.0542,0.000554,0.61,0.546,0.809,133.055,2.16677,4,1
Confusing Paradise,Skylla,34,0.533,0.942,-7,0,0.0722,3.9e-05,0.704,0.106,0.0469,120.012,2.58429,4,8
Nothing But Thieves,Sorry,63,0.667,0.776,-5,0,0.0281,0.00238,4.52e-05,0.134,0.519,128.005,2.14707,4,10
LCY,Decay,17,0.5,0.236,-18,1,0.0394,0.715,0.765,0.148,0.034,123.078,2.06222,4,6
Black Violin,Stereotypes,31,0.5,0.58,-9,0,0.0573,0.506,7.76e-05,0.147,0.262,157.801,2.09667,4,5
Kaiser Chiefs,Ruby,62,0.5,0.934,-4,0,0.0501,0.00604,6.66e-06,0.0779,0.401,93.43,2.028,4,10
IMMERSE,With You,41,0.5,0.526,-9,0,0.0292,0.0069,0.139,0.208,0.119,100.007,1.86503,4,10
The Vines,Outtathaway,45,0.505,0.948,-5,1,0.0659,0.00018,0.00313,0.128,0.594,133.561,1.82907,4,10
Villain of the Story,Animals,40,0.553,0.977,-4,1,0.0629,0.000468,0.0397,0.0713,0.632,153.868,1.82338,4,8
Sentenced,Noose,45,0.53,0.893,-6,0,0.0704,0.00027,0.37,0.095,0.585,135.076,2.41267,4,8
Infinity Ripple,Torn Apart,39,0.5,0.0366,-23,1,0.0382,0.755,0.88,0.121,0.121,89.643,3.009833333e-05,3,7
Surfing,Enough,26,0.648,0.772,-8,0,0.0445,0.504,0.0018,0.0379,0.944,91.999,1.77625,4,6
Kartell,Crossing Paths,44,0.827,0.745,-7,0,0.0443,0.0762,0.83,0.0753,0.387,115.047,2.44707,4,6
The Bloody Beetroots,My Name Is Thunder,54,0.5,0.95,-3,1,0.0776,0.000482,0.00189,0.141,0.27,128.034,1.67344,4,10
Trace Kotik,Hesitant,18,0.5,0.477,-12,1,0.0399,0.77,0.584,0.259,0.254,132.082,3.00816,4,6
Ov Sulfur,Behind the Hand of God,34,0.5,0.993,-3,1,0.205,0.00104,0.000315,0.36,0.149,130.032,2.00308,3,8
black midi,953,46,0.5,0.909,-5,1,0.111,0.00202,0.145,0.286,0.245,124.227,3.20667,4,10
my bloody valentine,Soon,50,0.5,0.927,-10,0,0.0432,5.99e-06,0.869,0.42,0.632,109.55,4.19307,4,10
Ouzo Bazooka,Space Camel,38,0.5,0.931,-6,1,0.0319,0.00181,0.0427,0.236,0.887,91.575,3.97813,4,1
Ozzy Osbourne,Crazy Train,20,0.5,0.905,-5,1,0.115,0.36,0.000569,0.26,0.474,137.571,4.93666667e-05,4,10
Keith Jarrett Trio,I Thought About You,45,0.5,0.0281,-29,1,0.0327,0.89,0.325,0.184,0.0804,101.031,4.027783333e-05,4,7
Power Trip,Divine Apprehension,46,0.5,0.979,-4,0,0.184,8.44e-06,0.204,0.0644,0.153,169.925,2.57695,4,8
Advaita,Gamapani,6,0.677,0.736,-10,1,0.0432,0.274,0.146,0.195,0.974,129.933,1.365333333e-05,4,0
New Order,Blue Monday,70,0.762,0.651,-14,1,0.0655,0.00198,0.856,0.111,0.941,130.395,4.4916,4,1
Chris Isaak,San Francisco Days,31,0.5,0.527,-9,1,0.027,0.265,1.26e-05,0.158,0.534,133.993,2.994e-05,4,0
The Teskey Brothers,Never Tear Us Apart,48,0.5,0.583,-6,1,0.0343,0.846,0.172,0.124,0.324,188.873,2.04605,3,2
Little Milton,Guitar Man,15,0.623,0.675,-5,0,0.112,0.414,1.81e-06,0.0442,0.83,170.601,2.5756,4,2
Houston Stackhouse,Cool Drink Of Water,29,0.538,0.0814,-19,1,0.0788,0.989,0.000334,0.0935,0.26,174.765,1.96827,4,2
The Pineapple Thief,Demons,40,0.607,0.503,-13,1,0.0283,0.116,0.183,0.0625,0.354,140.031,2.73921,4,10
Palm Reader,A Bird and Its Feathers,20,0.5,0.776,-8,1,0.0399,0.00237,0.799,0.0636,0.0503,134.895,3.92507,3,8
Not Dead Yet,Lord Huron,61,0.5,0.809,-8,1,0.0332,0.33,0.158,0.0874,0.656,74.008,2.9561e-05,4,0
Kickin Valentina,End Of The Road,38,0.559,0.875,-7,1,0.0367,7.69e-06,0.0125,0.359,0.626,133.03,2.52213,4,10
Angel Bat Dawid,Harkening Etudes,22,0.622,0.394,-12,1,0.115,0.835,0.0181,0.182,0.243,120.089,10.83755,5,6
Oliver Tree,Let Me Down,69,0.5,0.648,-6,1,0.0552,0.0114,1.69e-05,0.212,0.736,160.021,1.1121,4,10
Sports,The Look,46,0.818,0.867,-5,0,0.0756,0.0725,0.842,0.0613,0.921,117.003,2.36496,4,1
Coal Chamber,Sway,48,0.5,0.763,-7,1,0.111,0.00154,0.047,0.0612,0.342,133.929,2.15133,4,8
Josh Turner,Would You Go With Me,76,0.605,0.864,-6,1,0.0292,0.13,0.000827,0.113,0.736,122.918,3.803116667e-05,4,4
Wig Wam,Kilimanjaro,33,0.5,0.585,-13,1,0.0284,0.000604,0.546,0.0632,0.399,84.994,2.35727,4,8
Gary Moore,Parisienne Walkways,55,0.5,0.243,-14,0,0.0305,0.3,0.00506,0.12,0.215,174.451,2.0064,3,10
Blackstratblues,Tiny Bit of Sky,27,0.5,0.327,-12,1,0.0293,0.858,0.759,0.206,0.2,175.945,3.19652,4,6
David Keenan,The Healing,17,0.5,0.415,-8,0,0.0715,0.571,1.83e-05,0.0894,0.539,166.706,2.0092,4,1
Ghostemane,Lazaretto,59,0.542,0.923,-6,1,0.306,0.00334,0.505,0.397,0.321,149.883,1.13333,4,10
The Naked And Famous,Punching In A Dream,62,0.5,0.883,-4,1,0.047,0.00201,0.000967,0.142,0.164,115.048,2.38133,4,6
Syberia,Empire of Oppression,29,0.5,0.897,-9,1,0.0528,3.06e-05,0.732,0.0805,0.255,169.985,3.67547,4,8
Meshuggah,Bleed,60,0.5,0.998,-6,0,0.0895,8.12e-06,0.88,0.284,0.18,114.831,4.42733,4,8
Weezer,Hash Pipe,5,0.578,0.883,-7,1,0.0439,0.000123,0.459,0.284,0.627,125.603,1.86533,4,6
Future Islands,For Sure,59,0.587,0.766,-6,1,0.0305,0.0406,0.249,0.0833,0.758,134.977,2.05246,4,6
Tears For Fears,Woman In Chains,68,0.5,0.609,-9,1,0.0306,0.0232,0.00108,0.0557,0.372,159.994,3.91,4,10
Imperio Argentina,Falsa Moneda,23,0.554,0.431,-6,1,0.0962,0.912,7.54e-05,0.397,0.418,116.303,2.17133,4,9
Allman Brothers Band,Blue Sky,63,0.5,0.47,-14,1,0.0264,0.747,0.747,0.128,0.846,93.964,3.11704,4,10
Walking On Cars,Catch Me If You Can,50,0.508,0.844,-6,1,0.0454,0.00329,0.093,0.118,0.303,129.031,2.61491,4,10
Kills Birds,Volcano,38,0.5,0.984,-4,1,0.29,0.00155,0.0503,0.314,0.359,169.235,1.68824,4,10
Eric Von Schmidt,Turtle Beach,35,0.535,0.141,-17,1,0.0325,0.968,0.0738,0.0932,0.536,95.664,2.33933,4,2
The Magnetic Fields,The Book of Love,32,0.5,0.262,-14,1,0.0263,0.978,5.99e-05,0.117,0.332,98.536,2.70688333e-05,4,0
Walter Egan,Magnet and Steel,29,0.768,0.331,-15,0,0.0321,0.653,2.89e-05,0.0943,0.52,114.037,2.08107,3,10
Pretty Sick,Bet My Blood,1,0.5,0.984,-5,0,0.1,2.29e-05,0.00676,0.321,0.199,103.218,1.79785,4,6
I Prevail,Every Time You Leave,63,0.5,0.749,-6,0,0.0287,0.000466,5.5e-06,0.0883,0.167,150.022,2.16627,4,10
London Grammar,Wasting My Young Years,30,0.547,0.303,-11,0,0.0347,0.838,0.000615,0.0982,0.109,126.882,2.04246,4,6
Temples,Shelter Song,47,0.5,0.898,-4,1,0.0372,0.000219,0.000109,0.173,0.536,126.054,1.90558,4,1
Rose Cousins,Chains,42,0.5,0.593,-8,1,0.0382,0.396,0.00245,0.113,0.477,79.848,1.94571,4,2
Semisonic,Secret Smile,59,0.551,0.516,-10,0,0.027,0.289,0.00015,0.0853,0.547,99.045,2.79813,4,10
Betcha,July,55,0.607,0.658,-6,0,0.0262,0.0103,0.0224,0.0537,0.567,99.983,2.07587,4,10
Nirvana,The Man Who Sold The World,74,0.5,0.753,-9,0,0.0832,0.425,0.000142,0.257,0.42,115.102,2.61093,4,10
IOU,Olivia Chaney,23,0.509,0.289,-9,1,0.0286,0.88,0.0036,0.111,0.156,158.799,4.05045e-05,3,0
Armlock,Turf War,27,0.694,0.379,-15,1,0.0301,0.835,0.869,0.111,0.346,79.981,2.0002,4,6
Atreyu,Catastrophe,59,0.54,0.968,-4,1,0.0766,0.00429,1.2e-05,0.111,0.354,130.015,1.64867,4,10
The Killers,Be Still,55,0.548,0.254,-9,1,0.0314,0.59,1.55e-05,0.0937,0.0386,143.769,2.7324,4,10
Benny Carter,Crazy Rhythm,12,0.634,0.637,-9,0,0.0542,0.272,0.251,0.0874,0.839,118.997,3.398883333e-05,4,7
Cedric Burnside,Coldwater,34,0.604,0.612,-7,1,0.0262,0.314,4.39e-05,0.104,0.375,102.969,2.47145,4,2
Lando Burch,Disco Dad,37,0.672,0.808,-7,1,0.325,2.74e-05,0.666,0.0655,0.646,123.053,3.00488,4,6
Electric Enemy,Heartache Melody,42,0.5,0.926,-3,0,0.116,0.00195,0.0287,0.371,0.36,145.92,1.7214,4,10
Lloyd Cole and the Commotions,Rattlesnakes,49,0.5,0.884,-10,1,0.0675,0.02,4.17e-05,0.09,0.682,151.747,2.07427,4,6
Advaita,Mere Yaar,23,0.578,0.455,-12,1,0.0252,0.813,0.0532,0.112,0.217,99.988,3.763333333e-05,4,0
Nitin Sawhney,The Namesake Reprise,27,0.524,0.224,-12,1,0.0327,0.896,0.686,0.0937,0.148,130.093,3.0408,4,6
Onslaught,Strike Fast Strike Hard,34,0.5,0.975,-7,0,0.0706,2.87e-06,0.0851,0.293,0.502,105.003,2.784,4,8
Pixies,Wave of Mutilation,59,0.642,0.355,-15,1,0.0329,0.0951,3.44e-05,0.0865,0.725,180.26,1.80133,4,10
ONR,It Gets To A Point,45,0.545,0.964,-5,1,0.0565,0.000114,3.87e-06,0.0842,0.698,142.002,2.33439,4,10
Kid Ink,Red Light,55,0.829,0.619,-9,0,0.0996,0.0871,1.3e-06,0.119,0.217,102.025,1.60161,4,5
The Dandy Warhols,Ride,33,0.5,0.729,-8,1,0.0395,0.000413,0.137,0.108,0.498,182.476,2.49963,4,10
Me And That Man,My Church Is Black,40,0.5,0.843,-3,0,0.0346,0.0279,0.519,0.113,0.306,106.149,1.78987,4,2
Soundgarden,The Day I Tried To Live,58,0.5,0.752,-7,1,0.0555,0.000164,0.181,0.0903,0.305,133.248,3.20107,4,10
Jonas Blue,Younger,64,0.784,0.845,-3,1,0.0596,0.286,1.59e-05,0.074,0.888,105.981,1.94721,4,9
Michael Kiwanuka,Hero,57,0.532,0.942,-4,0,0.0348,0.0232,0.848,0.104,0.533,95.065,1.99133,4,9
Crossfaith,RedZone,47,0.5,0.943,-6,0,0.0929,7.95e-05,0.000672,0.159,0.521,175.008,2.27707,4,10
The 1975,People,51,0.5,0.926,-6,1,0.188,3.74e-05,0.0187,0.475,0.479,149.957,1.60008,4,10
Rory Gallagher,Bourbon,17,0.5,0.813,-9,1,0.0459,0.0949,0.001,0.308,0.563,158.675,2.34901,4,2
Cheap Trick,The Flame,66,0.629,0.581,-12,1,0.027,0.513,2.06e-06,0.0755,0.359,97.074,3.388,4,10
Dispatch,Only the Wild Ones,63,0.5,0.7,-8,1,0.0437,0.413,0.00013,0.0996,0.605,110.741,2.53165,4,10
Cosmo Sheldrake,Skylark,36,0.79,0.143,-18,1,0.39,0.948,2.65e-05,0.339,0.589,119.964,1.3504,3,6
Son Little,belladonna,37,0.586,0.401,-12,0,0.223,0.128,0.00472,0.263,0.405,115.951,1.95341,4,2
Pee Wee Crayton,Let The Good Times Roll,36,0.619,0.839,-11,1,0.416,0.265,0.00363,0.0789,0.743,162.385,1.73,4,2
Philip Sayce Group,Morning Star,41,0.5,0.913,-6,1,0.0713,0.00683,0.00328,0.0547,0.651,78.157,3.09533,4,10
Ryan Adams,Wonderwall,60,0.5,0.22,-13,0,0.0352,0.828,0.00398,0.0873,0.301,157.037,2.4828,4,10
Iggy Pop,The Passenger,73,0.5,0.889,-6,1,0.0546,0.0947,1.62e-06,0.733,0.696,134.88,2.8336,4,1
Bobby Verne,Red Hot Car,27,0.5,0.578,-8,1,0.0341,0.67,7.1e-05,0.125,0.707,90.612,1.5468,4,10
Good Thing,Maple Glider,33,0.704,0.2,-13,0,0.035,0.755,0.00186,0.126,0.139,111.947,4.207583333e-05,4,0
Peeping Drexels,Pit,11,0.599,0.617,-10,1,0.0425,0.0209,5e-06,0.146,0.279,135.002,2.39107,4,6
Beartooth,Devastation,63,0.501,0.988,-4,1,0.12,6.02e-05,5.54e-05,0.394,0.192,94.953,2.21748,4,10
The Strangeloves,I Want Candy,41,0.669,0.848,-11,0,0.03,0.0273,0.0869,0.0881,0.661,102.048,1.77507,4,6
Genesis Owusu,Gold Chains,43,0.66,0.708,-10,1,0.117,0.101,0.00185,0.0869,0.908,75.219,2.18307,4,6
The Vaccines,If You Wanna,64,0.5,0.866,-4,1,0.0392,3.03e-05,3e-05,0.295,0.544,165.215,1.74013,4,10
Bonded,Suit Murderer,10,0.5,0.984,-4,0,0.136,3.41e-05,0.000335,0.368,0.247,107.48,2.5284,4,8
Imperia,Starlight,45,0.51,0.944,-6,0,0.0385,5.68e-05,0.000167,0.228,0.635,109.985,3.2616,4,8
Steep Canyon Rangers,Honey on My Tongue,47,0.5,0.566,-7,1,0.0347,0.582,3.51e-06,0.11,0.423,181.783,2.03347,4,1
Reese Quartet,Lost and Found,55,0.5,0.153,-18,1,0.033,0.918,0.384,0.141,0.155,143.907,3.441083333e-05,4,7
Ozzy Osbourne,Straight to Hell,55,0.5,0.761,-3,1,0.0506,0.00127,0.00403,0.173,0.282,142.027,2.25027,4,8
serpentwithfeet,Fellowship,50,0.861,0.642,-9,0,0.0793,0.421,0.000262,0.0828,0.775,113.976,2.1932,4,9
Transatlantic,Heart Like a Whirlwind,35,0.5,0.895,-7,1,0.0524,0.00416,1.13e-06,0.71,0.281,131.256,3.11267,4,8
Paul Simon,Father and Daughter,54,0.775,0.56,-8,1,0.0314,0.195,0.000863,0.183,0.811,106.003,2.51187,4,10
Arca,Mequetrefe,49,0.674,0.823,-9,1,0.202,0.0199,1.25e-05,0.666,0.673,94.118,1.40742,4,6
Attila,Clarity,57,0.5,0.993,-3,1,0.292,3.45e-05,0.0308,0.451,0.217,160.029,2.11875,4,8
Maudits,Verloren Strijd,22,0.5,0.872,-5,1,0.0528,3.16e-05,0.9,0.125,0.122,109.953,3.15856,4,8
Laura Marling,Strange Girl,54,0.682,0.74,-10,1,0.0445,0.286,2.13e-06,0.0812,0.904,98.999,2.01893,4,1
Boston,More Than a Feeling,79,0.5,0.682,-9,1,0.0299,0.000894,0.00217,0.0504,0.288,108.736,2.85133,4,10
Dan Mangan,Fool For Waiting,42,0.5,0.342,-9,1,0.0358,0.748,6.63e-05,0.101,0.264,92.08,2.43193,4,9
Hermie,I Will Wait For You,40,0.5,0.114,-19,0,0.037,0.953,0.849,0.119,0.144,92.895,2.2809e-05,4,7
West Thebarton,Moving Out,31,0.5,0.925,-5,1,0.0644,7.37e-05,0.00543,0.347,0.651,169.832,1.72387,4,10
Porridge Radio,Strong Enough,29,0.5,0.715,-9,1,0.0374,0.541,0.223,0.0819,0.116,132.407,1.91267,4,6
Arrested Youth,The Kid I Used to Know,63,0.639,0.776,-5,1,0.0829,0.0731,1.97e-06,0.18,0.267,160.101,1.45801,4,10
The Warning,Survive,42,0.628,0.795,-7,0,0.0282,0.00406,1.36e-05,0.132,0.731,134.999,3.08387,4,10
Skegss,Fantasising,47,0.5,0.962,-4,1,0.103,1.66e-05,0.522,0.321,0.425,153.951,2.06733,4,10
Post Malone,Circles,88,0.695,0.762,-4,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,2.1528,4,9
No Vacation,Yam Yam,64,0.5,0.591,-10,0,0.0316,0.319,0.766,0.107,0.0774,137.864,2.16038,4,6
Little Feat,The Weight,30,0.5,0.884,-5,1,0.0399,0.135,3.71e-06,0.126,0.552,163.04,3.1832,4,10
Conquer Divide,Messy,45,0.5,0.804,-7,0,0.0504,0.00546,5.25e-05,0.473,0.48,155.023,2.16,4,8
Lucky Peterson,Funky Broadway,16,0.584,0.635,-10,1,0.127,0.219,0.00227,0.351,0.915,91.121,2.81013,4,2
After The Burial,Collapse,50,0.5,0.97,-5,1,0.181,2.02e-05,0.668,0.446,0.277,153.786,2.52469,4,8
The 1975,Somebody Else,73,0.618,0.793,-6,1,0.0601,0.204,0.0154,0.126,0.459,101.015,3.47526,4,9
Jake Bugg,Lost,62,0.723,0.896,-3,1,0.0435,0.0598,7.76e-05,0.0689,0.938,124.013,2.08402,4,9
Hannah Jadagu,Sundown,32,0.55,0.716,-6,1,0.0397,0.299,0.0396,0.141,0.202,110.027,2.16367,4,9
whenyoung,Given Up,31,0.506,0.832,-4,1,0.0596,0.00154,2.15e-05,0.087,0.32,140.903,1.95587,4,1
Liquid Liquid,Cavern,45,0.682,0.78,-10,1,0.0538,0.0114,0.735,0.0862,0.317,115.564,3.1976,4,1
Long John Hunter,Crazy Love,30,0.5,0.401,-13,1,0.0355,0.297,0.00594,0.174,0.407,188.037,3.41933,3,2
Harmony Byrne,Sweeter Than Sugar,25,0.501,0.818,-5,1,0.0317,0.00203,0.000957,0.0877,0.338,92.01,2.2188,4,6
Cake,The Distance,64,0.5,0.749,-9,0,0.0891,0.00796,0.00219,0.0558,0.888,183.048,1.79653,4,6
The Vaselines,Son Of A Gun,47,0.531,0.943,-7,1,0.0489,0.5,0.232,0.932,0.778,144.746,2.2576,4,6
